,node_id,community,Betweenness,Out-degree,In-degree,Clustering,Type
25073877,418441,H,811023594303.6265,2002446.0,189.0,0.00010548639113942041,Political
759251,7108687,C,439708834796.61505,1283762.0,212.0,5.5528079593959944e-05,Political
78523300,6755634,H,66205799590.59883,946922.0,8.0,0.00031589566080253385,Political
18839785,10665072,F,412660480032.22296,890840.0,2.0,3.3193516701270195e-05,Political
939091,22408982,C,0.0,868760.0,1.0,0.0001920097428375649,Political
14247236,232150,C,659608368136.8873,846429.0,1534.0,0.00021910137613372584,Political
32871086,12739860,C,6852968414.70078,760447.0,2.0,0.0005489029731362484,Political
21059255,3457885,C,60526760999.349625,729615.0,48.0,0.00043697708230894315,Political
807095,2820254,C,492096804351.488,727441.0,597.0,0.00010521465112763124,Political
878247600096509952,12609137,H,85520852730.9159,716341.0,11.0,0.00021794740427068859,Political
292558545,16883808,F,0.0,647861.0,69.0,8.37617933625862e-05,Political
16129920,3814317,C,41066123937.56079,627157.0,163.0,0.0005147390322656055,Political
50769180,2700308,H,33092394517.000603,618235.0,64.0,0.00044356959475458054,Political
17980523,2485299,H,67267154532.95365,593524.0,108.0,0.0005293098347620886,Political
39344374,3203733,H,58237482884.11595,588472.0,150.0,0.0004814166385650441,Political
1651522832,1400518,C,194425932515.44272,538745.0,763.0,0.0004146482964225589,Political
18266688,3147108,H,24661194570.007263,537712.0,285.0,0.000751705753645941,Political
523248016,8211877,H,3759406036.067538,512437.0,2.0,0.0007530783114634616,Political
822215673812119553,4298466,H,78037312323.14125,510310.0,166.0,0.0004332498385859907,Political
292929271,5747938,H,36761090709.062645,499658.0,4.0,0.00022042537097731948,Political
288277167,1401584,C,190886538800.20108,471793.0,301.0,0.0005321129294598156,Political
3223426134,2605686,C,114561792579.21678,454935.0,559.0,0.0002759869879412482,Political
28785486,11676510,C,114010592411.33461,442991.0,161.0,0.00010923231457842506,Political
1917731,13412027,C,0.0,409032.0,5.0,0.00026312360555516204,Political
471677441,875236,C,111863535360.26118,407987.0,1611.0,0.0008884012940168114,Political
813286,21497660,C,0.0,403927.0,0.0,9.439755482558743e-05,Political
309822757,1548766,C,36547377630.78735,395256.0,42.0,0.0003944274814332366,Political
2467791,9905020,C,81655089650.18178,381535.0,91.0,0.00030716173487251925,Political
14298769,1400310,C,78494073840.4756,371968.0,269.0,0.0007247560300811851,Political
2421067430,6490855,C,9524685376.302435,360582.0,66.0,0.0007373482982474071,Political
14173315,1801873,C,67473925517.23263,353542.0,511.0,0.0002749432906507874,Political
592730371,552214,H,281475735025.2543,347393.0,547.0,0.0007001355422073429,Political
4091551984,18829728,C,0.0,337470.0,5.0,0.000391664425792192,Political
138203134,3597920,C,140244654582.8064,337059.0,36.0,0.0001036419667821413,Political
65497475,8815089,C,168465661371.2876,336949.0,28.0,0.00010380596007401451,Political
89887215,463230,C,58197573375.13295,333494.0,257.0,0.0005156609006135091,Political
2836421,7193328,C,18585387428.38026,331626.0,199.0,0.0006735899849622803,Political
74980737,20947270,F,0.0,326263.0,0.0,0.0003258865898500448,Political
14529929,867910,C,594440192797.0004,323968.0,985.0,0.0007414571729955064,Political
232901331,3357172,H,27194881626.39298,321220.0,129.0,0.0006680719193367251,Political
355989081,18241110,F,0.0,318090.0,406.0,0.00015803128576472592,Political
38495835,18585696,H,0.0,316598.0,1.0,0.0006663280548578257,Political
1383272101,2250616,C,301885408715.21783,311675.0,361.0,0.0006308670592574718,Political
232268199,8717905,C,54954752936.64675,311311.0,13.0,0.00023315227696740618,Political
701725963,3932829,C,113951345494.71332,309720.0,53.0,0.00011845721830839711,Political
27493883,310338,C,157210216758.0417,306792.0,2834.0,0.0014604183801203096,Political
1108472017144201216,237306,H,16186060207.801653,298480.0,235.0,0.000996263861641041,Political
112047805,4381619,H,42212742018.828964,294047.0,56.0,0.0006074513713947986,Political
16664681,1640557,C,117508690617.10732,292296.0,1065.0,0.00019319875253680726,Political
91882544,2551435,H,40604447360.28096,288817.0,293.0,0.0008507172879896032,Political
357606935,9969524,C,16454475714.269136,288778.0,6.0,0.00040531685356934126,Political
1043185714437992449,811096,H,12412734288.418297,285797.0,91.0,0.0006900540578076619,Political
5392522,3551880,C,52279264834.045044,284286.0,51.0,0.00022607421034459565,Political
318673863,3635780,F,39186891355.94638,283485.0,189.0,8.931293181827528e-05,Political
18643437,6481370,H,92442136683.81448,280646.0,73.0,0.0003867584480068266,Political
150078976,2332558,C,41547627568.73211,275474.0,57.0,0.00043643516130101415,Political
19211550,1348954,H,30889852131.597557,268052.0,410.0,0.00130940983652577,Political
1339835893,5810526,C,36598677196.321335,266151.0,7.0,0.0002765415630861742,Political
15976705,1171576,C,23896923024.952965,263727.0,70.0,0.0007059423679132262,Political
148529707,4480299,C,17711249200.81865,257980.0,29.0,0.00032229271126562925,Political
29501253,16960182,C,0.0,255773.0,0.0,0.0004940435298857004,Political
22187085,11905453,C,1216838020.4463089,251035.0,197.0,0.0010796297497830635,Political
15012486,3313519,C,72326582063.15056,250947.0,485.0,0.0001499134632073693,Political
166751745,418233,H,24982353198.77197,247433.0,206.0,0.0002931502279674384,Political
1640929196,4002976,C,32480311923.34862,245695.0,19.0,0.0004207309213797683,Political
17494010,11732805,C,10671251279.235725,244477.0,17.0,0.0006360424407572353,Political
1886468286,2698326,H,24588032645.65703,233348.0,144.0,0.0010063176760335213,Political
49698134,317614,C,78652803681.24036,231406.0,361.0,0.0011321512947158076,Political
812135885328236551,553849,H,73055189490.39066,225044.0,540.0,0.0008283401970447894,Political
19084896,305602,C,93783309778.86177,222898.0,462.0,0.00113796054734161,Political
23022687,1077291,H,43977590671.66312,222533.0,59.0,0.0006219255693161539,Political
15464697,10877353,C,21640225442.69978,218633.0,11.0,0.000473321851276385,Political
51241574,2491591,C,18748996526.602707,217607.0,561.0,0.00035189380183501813,Political
2876041031,262411,C,116855366975.15002,216405.0,733.0,0.002426554843013547,Political
30354991,10845636,C,11221160567.225801,215786.0,8.0,0.0004639283338638625,Political
275276082,8539307,H,4397212062.549233,215601.0,62.0,0.0010426491799042997,Political
21619519,3193953,C,21940018627.13403,210010.0,116.0,0.0008302176578626026,Political
830908366377611266,2904731,C,18190009013.13818,209159.0,158.0,0.0010919603353942834,Political
4207961,252837,C,155582810439.23575,207938.0,726.0,0.001004520985081249,Political
41634520,18882765,H,0.0,204296.0,0.0,0.0005987835032467192,Political
18166778,5753131,H,10388059588.711672,200833.0,8.0,0.0006254404164488655,Political
22771961,7858961,C,13221289626.163641,200402.0,92.0,0.0008205575500112122,Political
245687754,15387992,F,0.0,200134.0,0.0,0.00038344512351207166,Political
548384458,9773278,C,25405410328.455383,199044.0,47.0,0.0008421230096177638,Political
817661098988019712,21568314,H,12724177582.393183,197678.0,1.0,0.0004188251600769287,Political
39308549,2648552,H,14454320460.944351,195831.0,320.0,0.0008690233635554604,Political
25202268,3202942,H,9208266185.1499,190543.0,64.0,0.0011557282260366067,Political
375721095,18475019,H,0.0,185885.0,14.0,0.0004593255965622995,Political
970207298,3031093,C,12972672948.647293,183863.0,23.0,0.00054619143306413,Political
2800581040,1359960,C,13994408747.968313,180220.0,48.0,0.0006899456203845873,Political
17995040,262796,H,146163517142.8462,179504.0,512.0,0.0003780296919543837,Political
15212187,5444271,H,38026989979.97865,177383.0,133.0,0.0008757403087379141,Political
457984599,2009044,H,8649909372.385399,177333.0,78.0,0.0009002333943818046,Political
27995424,166745,H,18122712125.021164,174542.0,162.0,0.0009812757169880351,Political
40156330,3649455,C,372849185871.1503,172875.0,830.0,0.0006873630304625563,Political
37034483,1436581,F,37293230181.25072,171913.0,1155.0,0.0001497640085434785,Political
4765364386,1721056,H,3893251235.637397,170511.0,18.0,0.0005399369035179403,Political
848148994102611969,2602049,C,11488235450.648592,168733.0,31.0,0.0007842355574587537,Political
225265639,459876,C,13613380562.216867,165112.0,51.0,0.0011603051858477195,Political
158414847,8451862,C,63028928187.65274,163629.0,6.0,0.00014295851429593662,Political
9427572,2674961,H,7368013253.082804,163623.0,300.0,0.0019497549896483253,Political
462104542,3109031,H,9477185570.001608,163478.0,170.0,0.0008916710215558508,Political
11744152,976697,C,282291226261.28094,161775.0,755.0,0.0007965481878457544,Political
248884036,232335,C,788941575126.1472,160802.0,1567.0,0.001017621652894226,Political
835627637049450497,21699080,H,0.0,160775.0,1.0,0.0006573313811474377,Political
93069110,269450,C,106403132847.42537,160583.0,2115.0,0.0018529574262804082,Political
455684839,8405901,C,90696614492.34155,156975.0,77.0,0.00028710578973446344,Political
19739126,3138058,H,13516014082.104767,156093.0,114.0,0.0007552482374793779,Political
9300262,4059399,C,16817659905.403286,155954.0,78.0,0.000602615280400982,Political
264501955,147392,H,85623999521.90509,154698.0,120.0,0.0003609726979169111,Political
151930383,11021992,H,8898875879.942078,154303.0,6.0,0.0010727642004438559,Political
2353605901,3715039,H,4314134398.101381,151539.0,51.0,0.0010882248978313273,Political
334715818,4971443,H,8121706168.270885,149117.0,16.0,0.0008107983836739427,Political
358545917,549844,H,131956792273.22029,147394.0,959.0,0.0011175371543076286,Political
55060090,1224641,C,10931700034.663641,146358.0,1493.0,0.002971165816646587,Political
15220768,303458,C,12592082132.242107,145638.0,123.0,0.0012321394100911192,Political
49023129,2964005,H,4929680835.0038,143375.0,97.0,0.0014460719263502042,Political
580312540,3764446,C,90589850321.35551,143172.0,214.0,0.0007290191691401106,Political
50772918,10521396,H,63669666921.31807,141731.0,48.0,0.0002121467094944689,Political
282695161,12819171,H,2832045646.249744,140129.0,12.0,0.001112326984150293,Political
16041234,5048351,C,40688384483.8826,138791.0,91.0,0.001412905315084397,Political
967027984426242053,327792,C,21991774077.376404,136804.0,469.0,0.0014721064019838559,Political
83932539,4008178,H,2711663001.5861917,134721.0,63.0,0.0016775945520003746,Political
1090715513586679813,2989056,C,137644706688.3645,133036.0,114.0,0.00044978615854206525,Political
941729680381550592,2602700,H,2592013006.6204824,132879.0,4.0,0.000935531689751828,Political
803694179079458816,2154759,C,4764206953.675781,130594.0,8.0,0.0006882236226009753,Political
601535938,205985,H,25468542111.10937,130348.0,814.0,0.0015461420037719887,Political
15764644,3868420,C,10065246830.043507,128366.0,11.0,0.0005730448125023747,Political
22677397,4532688,H,7697193502.666337,127265.0,88.0,0.0012989039610954282,Political
47747074,4368646,C,27496954550.041447,126807.0,84.0,0.0007128386527675178,Political
1583865109,7571278,F,35702789257.26318,126520.0,44.0,0.00016570444690818995,Political
729676086632656900,681175,H,5991557459.420278,126462.0,92.0,0.0013016814999088117,Political
2461810448,7528038,C,10527494314.853354,124139.0,77.0,0.0013212342531290122,Political
770781940341288960,4082148,H,5786551064.672155,124105.0,17.0,0.0009669329792548184,Political
968650362,9564277,H,4035639591.7932096,123885.0,6.0,0.0009696289134288565,Political
26548315,1674440,C,75805674556.41023,123531.0,530.0,0.0013013663221921362,Political
739610364975808513,14728883,H,3152806176.006036,121940.0,76.0,0.0010746598788651186,Political
818927131883356161,4298462,H,4492660823.697431,120276.0,28.0,0.0011810188417820918,Political
87679233,17650473,H,4924809622.270789,119905.0,2.0,0.0012833244217712082,Political
70355674,1213933,F,60487798644.54336,118715.0,133.0,0.00044517141246958064,Political
289118612,311159,C,94983427821.20457,118233.0,557.0,0.0021564452944809985,Political
215207998,1397331,C,60636935921.737885,117409.0,274.0,0.0016666398800114655,Political
988573326376427520,9546734,H,12167093072.830658,116138.0,3.0,0.00038571799064191447,Political
16012783,3141481,C,15169170443.916346,115920.0,108.0,0.0009356399474187577,Political
129235890,1177127,H,22713098768.131924,114482.0,811.0,0.0017210615374890466,Political
34367582,1776005,H,9855165338.411427,111193.0,198.0,0.0010410683984828208,Political
594175899,4317216,C,56054288007.18197,111011.0,80.0,0.000389173099850128,Political
13850422,9911195,C,7266303249.66474,110649.0,15.0,0.0007479867037270874,Political
111400999,4634799,H,7839493475.407957,110615.0,44.0,0.0010524865985695804,Political
1003107003693137921,296066,C,3421787150.6793823,110301.0,22.0,0.0015565110898109772,Political
22203756,3352292,H,13344818519.897823,110235.0,183.0,0.0012015368642833081,Political
2783231383,8583506,C,1394186947.8667018,110002.0,2.0,0.0008030914784120059,Political
35039490,10228830,H,4055235768.890988,108225.0,15.0,0.0006997224767652979,Political
812361923304034304,233663,C,37369729395.72034,108035.0,2625.0,0.0019551683575930925,Political
449600949,10330878,C,2535971550.0312943,106759.0,21.0,0.0022761707099188963,Political
90651198,22207291,H,0.0,105540.0,1.0,0.0007428324932980471,Political
237845487,8583122,C,25533010695.554497,104967.0,69.0,0.00046503504948047607,Political
963790885937995777,9045466,C,3661188399.426029,103811.0,13.0,0.0007758781495018047,Political
2853461537,2008524,H,59950483265.514,102567.0,311.0,0.001309039634405088,Political
47293791,9815616,H,10137817946.059225,102335.0,3.0,0.00032472704445679184,Political
2327400218,2534824,H,1815124964.66252,101494.0,324.0,0.001822305523857896,Political
829717519,414365,H,6182326224.779784,100966.0,121.0,0.0017093830483801322,Political
299273962,589791,C,319093399701.58954,100636.0,1547.0,0.002037457150707106,Political
36529101,2008811,H,26509513120.07071,100329.0,582.0,0.0023554840017990628,Political
36711022,10012677,C,12698358786.753479,100090.0,14.0,0.0004177457254760042,Political
95588504,5196503,F,12792026597.4132,100025.0,124.0,0.0008520497780128583,Political
3171712086,17505400,F,0.0,98150.0,1.0,0.00028406207019084805,Political
16740433,1356712,H,10171621928.72993,98097.0,73.0,0.0012283965098421694,Political
278145569,3549994,H,3231984854.4517,97036.0,31.0,0.0008176907635500196,Political
26487169,6292345,H,2317784496.74993,95931.0,17.0,0.0015216275282372183,Political
2316383071,3636268,C,20769054905.95728,95782.0,51.0,0.0010480289601209783,Political
2863996955,5786898,C,2488973333.490517,95583.0,49.0,0.0011127710896819251,Political
246939630,308736,C,21891126885.356953,95408.0,298.0,0.0014334875814142295,Political
3995778614,1776974,H,23181659654.068478,95401.0,282.0,0.0014361592392295268,Political
1153045459,2367235,F,11865723133.529463,95327.0,61.0,0.0007916883636405633,Political
818948638890217473,2724256,H,3374215166.768752,95294.0,16.0,0.0009943995218721297,Political
91180720,3598033,C,15191445487.016136,94160.0,127.0,0.0012223387594051676,Political
800707492346925056,2855350,C,17778541490.58148,94023.0,207.0,0.0007572296912982543,Political
11134252,5224944,H,5522775686.404911,92850.0,39.0,0.0011052984290830978,Political
389313566,4565219,L,67456511661.701706,92162.0,77.0,0.0001070757725670253,Political
1092086942198452224,720652,H,7222016306.462687,91915.0,3101.0,0.003025032922287348,Political
713839291210792960,319853,C,21787664280.38762,90984.0,1307.0,0.004207762291623058,Political
33519870,1310362,F,122021323600.7166,89647.0,274.0,0.00022694540480321622,Political
1009577803304656896,814422,C,0.0,88860.0,0.0,0.000415389750670913,Political
2908170952,5068181,H,2928475393.258102,88084.0,58.0,0.0009775425478279246,Political
59331128,1889291,C,7641787072.588702,87982.0,235.0,0.0020325275063911136,Political
15554922,303654,C,55914641673.41956,87858.0,355.0,0.001529964458303608,Political
18320938,305225,C,18141729690.006245,86896.0,511.0,0.0015460770161750484,Political
811972460560019456,21488863,F,0.0,86664.0,2.0,0.0002987270353591568,Political
240649814,2800447,F,17221985401.431564,86133.0,307.0,0.00043784504704037585,Political
45261768,246090,F,16199303267.3265,86068.0,25.0,0.0004573842825611908,Political
18956073,2517179,H,10351995455.4399,85838.0,152.0,0.0010293675988747482,Political
21439144,14118577,H,7106160529.78611,85673.0,53.0,0.0007258167202672208,Political
244655353,4315979,C,5281990111.291182,85103.0,14.0,0.0009282948994457491,Political
535643852,473409,H,45260814822.429794,83602.0,391.0,0.0017971200339797475,Political
2289770467,1383909,C,26056147772.94437,83553.0,286.0,0.001088403943663257,Political
786309892990574592,5463904,C,3686670537.538841,83536.0,5.0,0.0008207416799435817,Political
36327407,3118543,F,14398285347.218815,83283.0,2985.0,0.0002670776450758923,Political
1286161147,6719554,C,5521601421.006248,83119.0,61.0,0.0018568854450150265,Political
52544275,4298280,H,14630628835.563303,83036.0,29.0,0.0008872773861829028,Political
39155029,2762496,C,6222142701.31581,82999.0,130.0,0.0019191381729325733,Political
216881337,9635102,H,8606640281.076736,82571.0,6.0,0.0009914445428871514,Political
123327472,1820831,C,7578573039.874374,82526.0,50.0,0.0015946881181229736,Political
26642006,3928770,C,24797599105.526226,82189.0,166.0,0.0013087484720858845,Political
18005085,2788778,H,12641776847.554459,82115.0,80.0,0.0014723877515606348,Political
22129280,2902417,C,10797263284.775597,81999.0,25.0,0.0013823507357850389,Political
942156122,7038516,C,5001819399.835024,81116.0,32.0,0.0010043092262901948,Political
1500129642,5444209,H,23698891404.46906,80987.0,86.0,0.0007314031381492201,Political
130557513,302324,C,208715590640.85876,80520.0,1107.0,0.0015058562524076311,Political
36712233,926147,C,19383126176.385437,80166.0,3.0,0.00023332830727028613,Political
784575415457308672,3424981,C,6313830351.866836,79968.0,41.0,0.0012060574703073757,Political
19190337,8244765,F,9020121729.742935,79959.0,12.0,0.0007452749997802247,Political
2284802828,3796972,F,16107968013.459883,77747.0,63.0,0.0007905958665600102,Political
33537967,9688972,C,3487251286.8510265,77723.0,7.0,0.0010172124109918306,Political
1209936918,2209444,H,3421343095.73785,77603.0,788.0,0.0013005624887905659,Political
991089617603411968,2649056,H,4796432244.849893,77296.0,189.0,0.0029342872551071653,Political
1152385955187298304,709094,C,7526377553.055202,77095.0,129.0,0.0005969135523676428,Political
15754281,2434307,C,26876450244.189735,76864.0,392.0,0.00026035576959216407,Political
212445456,306437,C,13493285359.077448,76722.0,310.0,0.004351694523469656,Political
20508720,2682224,C,48479193840.71286,76667.0,187.0,0.0027315144835473233,Political
15463671,7251556,C,8415777638.227419,76278.0,54.0,0.0015234965908375617,Political
66643970,5504108,H,7462473916.557233,76136.0,3.0,0.0005077024774256983,Political
2301990517,473044,H,82052195805.73141,75954.0,2334.0,0.0030137885690211742,Political
9763482,10734297,C,14388225101.11251,75447.0,907.0,0.0007154500745930419,Political
820354372827758592,4317587,C,10586801429.35569,75124.0,57.0,0.001104324587744521,Political
758859344561569792,21040996,F,0.0,75073.0,0.0,0.00024009757313336012,Political
270921976,76596,C,140829530062.666,74925.0,2766.0,0.003952450762177208,Political
15115280,303400,C,93745837109.15245,74776.0,313.0,0.0017774073709702091,Political
1546656000,472887,H,46654670272.17813,74572.0,5178.0,0.006844451559691627,Political
510464011,835853,C,23057898672.205994,74365.0,181.0,0.0013171120293287277,Political
130496027,2867299,C,15506687741.130037,74221.0,156.0,0.0010613280916239207,Political
929823128259387392,4370137,C,1088928262.990689,73979.0,2.0,0.0014279388525852402,Political
56304605,5211701,F,19401756165.292244,73400.0,19.0,0.00037286476020336997,Political
798973032362606600,3780430,C,8917956912.451324,73306.0,14.0,0.0008322707474239477,Political
382685028,1744022,C,8147599962.315465,73106.0,159.0,0.001443473919261258,Political
1447949844,10572361,F,22633958199.01158,72834.0,17.0,0.00028903862426394304,Political
22956220,1746767,H,6731382683.708239,72334.0,244.0,0.001847871269180443,Political
14542977,5900949,C,1329794989.6480525,72320.0,11.0,0.0016322099438970668,Political
18686907,2902158,C,34882685614.347496,72242.0,218.0,0.002106027985405638,Political
3656256873,745866,C,41366133701.576836,72180.0,25.0,0.00010915899281413044,Political
39279821,5089647,C,18445129427.969902,72108.0,62.0,0.0007957478189006013,Political
139823781,4365562,C,11801622927.11715,71287.0,27.0,0.0006094510406487897,Political
96675300,3870549,C,4452667299.743741,70462.0,32.0,0.0016028314888222762,Political
134758540,1750042,F,15711959776.281357,70199.0,465.0,0.00022294294068779072,Political
2725865306,481780,H,62621703708.66355,70066.0,972.0,0.001262723403826208,Political
19502995,1653676,C,11258252908.4125,69954.0,84.0,0.001885550328156347,Political
2573480784,210265,C,81889469610.74886,69941.0,1730.0,0.0044910119702197306,Political
1209417007,3399142,H,4377575102.18573,69824.0,54.0,0.0010486208309111965,Political
264361128,3642809,H,5101123672.814956,69736.0,46.0,0.001043360991545252,Political
21001599,1400835,C,5058279217.110693,69417.0,78.0,0.0022208893082261544,Political
105327432,457856,C,16740867161.536686,69244.0,297.0,0.003729262305608574,Political
753974664041533440,4003840,H,11304586812.140276,68202.0,50.0,0.00043054508716883157,Political
125453969,543374,C,52410348310.874275,68142.0,510.0,0.0030728835664925393,Political
2884771,2929635,C,8944131542.61363,67934.0,8.0,0.0004564774126764349,Political
268676434,3036358,F,35868237836.28038,67822.0,82.0,0.00042825140723584454,Political
471741741,13226999,F,30150128628.716587,67285.0,2.0,0.0002184652127326939,Political
27000730,11188141,H,11705387012.186552,67255.0,8.0,0.0004850907561426821,Political
711760467383877632,16271527,F,5071725576.582486,67084.0,306.0,0.0004889007540838577,Political
341194704,681102,H,5070280586.42618,66732.0,326.0,0.002395111876608845,Political
1073047860260814848,3702158,C,932293679.9908344,66455.0,3.0,0.0011435407598032043,Political
21268897,83598,C,56850702282.93197,66072.0,535.0,0.0031736691599951634,Political
2233154425,13029862,C,27279508149.363224,66012.0,8.0,0.00023944610012979696,Political
17537467,1694642,F,59829399790.86244,65669.0,246.0,0.0005593063454288419,Political
17006157,9991281,C,17554386925.786125,65521.0,25.0,0.0008284694855614645,Political
1178898510952796160,866261,C,129281235427.06189,65432.0,323.0,0.0014939084040931036,Political
196168350,846159,H,48473958963.713875,65417.0,226.0,0.0009593133277626009,Political
20094409,9986140,C,2972772149.090192,65026.0,3.0,0.0007045945721622325,Political
1324334436,3701083,F,24474270895.078644,64992.0,67.0,0.00040132964750771814,Political
488998711,5765758,H,3171370539.236597,64032.0,14.0,0.000770362492681975,Political
24733117,269736,C,11635543785.682064,63938.0,897.0,0.0035156029256094923,Political
123281100,8569175,C,0.0,63929.0,0.0,0.00053362357059252,Political
3353061012,341412,H,9552109856.194586,63850.0,3873.0,0.0027495189293808737,Political
180107694,5811127,C,7413539141.320622,63642.0,85.0,0.0016981775382372624,Political
860654500431880192,278238,C,38494099742.69567,63625.0,1731.0,0.00670054826366013,Political
3060489838,312083,C,79297805594.11406,62697.0,586.0,0.002556800835052934,Political
30011100,252308,C,68392289268.00879,62546.0,142.0,0.00032275782649260066,Political
2438831503,2136418,H,3790977345.421832,62440.0,93.0,0.002547535101535739,Political
372536101,2365050,C,3935047524.2237115,62374.0,83.0,0.0024407701504191815,Political
178065733,5589029,C,28553320047.026234,62364.0,32.0,0.0013250268587781232,Political
170699708,1802050,C,12277090629.699041,62239.0,106.0,0.0008763313837743165,Political
259395895,747167,C,16738810962.364347,62105.0,421.0,0.0026857914756236705,Political
398172747,550386,C,103847941510.07712,62040.0,854.0,0.0029220109919952377,Political
207809313,2964871,F,33459232925.009247,61993.0,76.0,0.0005859169775984587,Political
3406938525,2539725,H,1984583836.7846756,61743.0,117.0,0.0022428336517561027,Political
234186830,7030150,C,13587979488.413345,61733.0,83.0,0.0016375012874109624,Political
60937837,1324405,F,25328285425.582684,61624.0,102.0,0.0001659540564700052,Political
29097819,1665956,H,9408201415.344433,61487.0,1643.0,0.0015440936839889153,Political
18247062,8399815,H,1075577892.9779143,61216.0,47.0,0.0007994846483781803,Political
227682918,3541713,C,26920292376.956673,60981.0,141.0,0.00025503184387894856,Political
825518870421180416,674780,C,2225855410.5139832,60605.0,121.0,0.001866582373983787,Political
15728161,3957152,C,74805549934.01402,60174.0,247.0,0.0013214889121765138,Political
19897138,4397857,F,9290391596.910177,60108.0,1260.0,0.0003795721782328085,Political
155784594,4258542,C,33854365287.35583,60003.0,129.0,0.0014359247315589704,Political
834078524277456897,13329439,C,14266328356.845263,59755.0,38.0,0.00014752665349732053,Political
302152200,1330550,H,3928438245.7321687,59681.0,570.0,0.0014634969342971781,Political
393469195,2846775,H,17694013143.627052,59578.0,556.0,0.0024249971929387044,Political
1113828112503115776,5242957,C,3984966991.227816,59058.0,324.0,0.0009344171409980437,Political
63514682,11560671,C,12799877118.977152,58942.0,34.0,0.00036885460787879103,Political
594886554,1358305,H,3320899344.5231295,58940.0,257.0,0.003963154298315487,Political
21728303,8582884,C,6840478275.706343,58781.0,37.0,0.0012506446420845639,Political
14335586,2157319,C,21154688461.71245,58611.0,51.0,0.0004488973329113053,Political
1192537046134534155,338667,H,9197310909.654566,58385.0,2785.0,0.003183691813123066,Political
2228878592,4296020,C,45708364573.427185,57550.0,139.0,0.00031731426221734405,Political
757303975,3379807,C,10311883273.582426,57305.0,37.0,0.000960452134512061,Political
34082620,3771272,H,6151986838.604656,57223.0,29.0,0.001518859339008577,Political
7702542,1177848,H,11973365272.362848,57186.0,65.0,0.0012432454508403885,Political
930552552302792705,4257343,H,4026442893.966448,56920.0,10.0,0.0007836902842799573,Political
1026684533364547594,4920,H,25728456807.534416,56826.0,3030.0,0.01018495507517868,Political
101005636,810595,C,30262732884.41129,56771.0,197.0,0.0015375600669305823,Political
24889586,5522134,C,36373962848.96848,56732.0,34.0,0.00021180276192475715,Political
16989178,5444899,H,10916263634.780226,56593.0,41.0,0.001293166382080043,Political
468646961,10973154,H,8077814201.080362,56345.0,8.0,0.00041956735219789826,Political
19400611,7245483,H,7061308411.627076,55735.0,21.0,0.0011186463147598628,Political
586707638,720957,H,21345761075.90444,55719.0,912.0,0.006120628996956851,Political
722528529716383744,12342705,H,2711449352.8481865,55715.0,7.0,0.0006911661964659114,Political
3932768472,4082004,H,4607771243.334031,55593.0,70.0,0.0018494473802665706,Political
48459553,4019716,H,4203590276.6518555,55447.0,29.0,0.0009880708774849568,Political
63013144,319160,C,17101270814.726797,55377.0,111.0,0.0028077300671389273,Political
2922928743,1459237,C,9843885905.645569,55269.0,109.0,0.0012448841316641643,Political
22429979,379128,C,102742075748.2597,55217.0,803.0,0.0028941504282965244,Political
2417586104,1696761,H,30612578180.79408,55053.0,387.0,0.0033951493392100967,Political
1225779630,8412575,H,4978791635.665014,54962.0,1.0,0.0005701249820502944,Political
14515799,1653488,C,64448028352.78299,54608.0,667.0,0.0028947559134481844,Political
459872442,6023,C,17007489357.804235,54582.0,258.0,0.002750017216852834,Political
1020058453,249897,C,36633843013.980835,54465.0,518.0,0.00034025393879479304,Political
69004966,1518196,C,127591776877.33757,54336.0,681.0,0.001360221242927701,Political
899149856,243558,H,13098739066.371792,54245.0,609.0,0.006719094041711795,Political
25598396,86089,C,90905880953.11089,54197.0,317.0,0.0011189445546714125,Political
326255267,6482753,C,21269591210.43577,54196.0,78.0,0.0021110967824086026,Political
467726691,275885,C,58409843258.445175,54172.0,742.0,0.0036594480301786695,Political
1216789842,4365101,C,2022532993.7137585,53432.0,58.0,0.0020497922979299966,Political
17741799,6718530,F,3004097232.5643682,53369.0,47.0,0.0009356291083671799,Political
461697741,2694422,C,17124263429.540926,53102.0,170.0,0.002321251562184628,Political
1205226529455632385,5463462,C,4760840171.494208,53094.0,29.0,0.0007710664523901016,Political
2750127259,6036983,H,811236305.0451411,53030.0,18.0,0.0014430362116614247,Political
255812611,405724,C,18264051152.51343,52923.0,403.0,0.0034777217524088752,Political
7768402,1803169,C,56721141576.75608,52479.0,153.0,0.0005881261881318364,Political
38354090,1118764,C,37831698604.72191,52340.0,533.0,0.0008540118170011954,Political
18018355,747077,C,19363536236.64123,52148.0,231.0,0.0016583873623089054,Political
16106584,544761,H,45059576758.24767,52115.0,350.0,0.0015712201078991544,Political
826419253347745792,1827841,H,13438980108.066593,51969.0,149.0,0.002180546750113567,Political
961445378,18487067,H,19291129573.522076,51886.0,30.0,0.0003141130362301494,Political
899115298997055491,258553,H,7913433458.737941,51861.0,7875.0,0.005021470659279258,Political
851211,6480866,C,50193196663.69109,51769.0,114.0,0.001641642046288658,Political
47438401,1744037,C,4312778977.763044,51621.0,75.0,0.0008830825562335497,Political
14190948,1313287,C,77957502227.53395,51470.0,216.0,0.0016163393732539257,Political
2451476942,9307809,F,5155219553.8434305,51230.0,9.0,0.0011066244155800787,Political
