,node_id,community,Betweenness,Out-degree,In-degree,Clustering,Super-community
555221096,13824196,I,1533756151.4728773,6643.0,9.0,0.0006350979984862702,National elite
952885954657816576,114646,D,114372213760.12474,6585.0,10123.0,0.04661255965031783,National elite
230014404,6536868,D,3621968711.934634,6635.0,31.0,0.0011146987375341543,National elite
16094885,652353,M,1779716359.1583414,6617.0,1387.0,0.05413628692636582,National elite
755135678422327296,2243226,D,1458941785.5639503,6545.0,58.0,0.004426733813316569,National elite
3341278667,1276287,D,10857120100.131487,6534.0,30.0,0.001220559918393416,National elite
27716419,16407054,D,0.0,6520.0,4.0,0.007054279293818917,National elite
14810076,10867266,D,452583200.52438426,6538.0,35.0,0.004258729897414664,National elite
1002351,249853,D,4292873951.604541,6508.0,89.0,0.0052843742139760605,National elite
144658847,2343569,D,5097856825.582347,6880.0,107.0,0.00749918569670623,National elite
23243831,1059062,D,1039311125.3372022,6494.0,14.0,0.003428188203695395,National elite
2288515068,1848818,D,1531834131.6293094,6488.0,185.0,0.02482229567062472,National elite
76842602,1859210,M,1927782608.2105238,6491.0,140.0,0.011549179600297811,National elite
1238142875109646336,6451538,D,1757566223.098971,6559.0,71.0,0.014240902141522205,National elite
161988348,748577,D,14437839088.80108,6477.0,342.0,0.0044857947350386606,National elite
180834935,4836213,D,3512984613.8088937,6423.0,47.0,0.0013267171412484234,National elite
18393773,2416522,D,14686623346.589203,6434.0,67.0,0.0006410289551612913,National elite
12321952,894818,D,15154640793.83669,6416.0,38.0,0.0006555768023124572,National elite
25275453,3343515,D,3326630997.6792545,6403.0,33.0,0.00266391726434469,National elite
326665662,3350626,D,0.0,6485.0,13.0,0.00031725696633739056,National elite
38196838,2480823,J,392374520.80249184,6384.0,38.0,0.006809918008294102,National elite
1108565574,1352821,M,2091671457.0083668,6357.0,724.0,0.039040184102407574,National elite
15332636,3198702,D,7934606109.816019,6370.0,14.0,4.7910509166615615e-05,National elite
86002394,1585157,J,11490853295.632761,6342.0,335.0,0.0076246792329686995,National elite
467826020,2776154,D,364393258.2934439,6338.0,43.0,0.017196135426382934,National elite
243878865,9478654,D,1127075109.091523,6342.0,14.0,0.0017799510905400532,National elite
17571514,591652,D,16612627531.839443,6323.0,1392.0,0.048735668970543065,National elite
156314187,164266,J,17793813348.302,6501.0,202.0,0.004445664979144777,National elite
16334139,5920376,I,2423586838.60451,6329.0,463.0,0.0010171352034522173,National elite
319619581,252442,D,27927595954.509415,6412.0,4358.0,0.0447663395630635,National elite
3314289248,7130879,D,219029627.1359872,6366.0,25.0,0.01432536519358158,National elite
149647740,251053,D,19751895963.89549,6281.0,1922.0,0.03055898332371901,National elite
95610041,12977428,M,4193927906.3716645,6273.0,2.0,0.00011139315623581654,National elite
964592484515946496,1278397,D,4983378042.013133,6323.0,66.0,0.00923776556629081,National elite
173672963,101953,M,6445644441.644714,6253.0,225.0,0.01767035206989386,National elite
19811190,4627792,D,1401151458.2148178,6280.0,99.0,0.008845403909868658,National elite
15593696,1768878,I,1378788511.8887236,6306.0,266.0,0.0011405497195486726,National elite
53963427,1068756,D,4036290489.592986,6246.0,144.0,0.011031082557451659,National elite
20167812,6451945,D,931572637.7597781,6244.0,42.0,0.0046287310024807305,National elite
26640292,3094861,D,15894088585.73758,6236.0,97.0,0.006762933844623808,National elite
145005984,1053762,D,6538369760.676657,6253.0,44.0,0.0024656730841719544,National elite
464085756,6887642,J,1667984656.9282014,6229.0,3.0,0.00011565022198503504,National elite
38885578,475229,J,3277565845.790542,6260.0,762.0,0.02781636845288049,National elite
31475117,17465291,D,0.0,6198.0,0.0,0.002143427936818487,National elite
1098253456639328262,206618,J,2711007426.6254563,6393.0,486.0,0.029006446747484285,National elite
1016220361,902315,J,819808020.190727,6252.0,94.0,0.017473913480030585,National elite
1192861100804575234,894653,D,4750457658.924669,6207.0,185.0,0.003190900888237988,National elite
734703626099232768,703343,D,4950872539.090921,6283.0,332.0,0.017402375478151693,National elite
299615529,710959,D,13213817683.457842,6169.0,204.0,0.011204509289301287,National elite
1189841394480959488,894643,D,1446369236.2375245,6182.0,139.0,0.02902712754068044,National elite
870629200348274688,3542220,M,2855684203.0764294,6155.0,224.0,0.02429116234311075,National elite
1699729616,922985,D,16767991927.579298,6151.0,435.0,0.036307392602036255,National elite
725076563302174720,563884,J,855363237.7958931,6169.0,85.0,0.011724409364476478,National elite
1019974187975430144,640360,D,2944269379.2616568,6141.0,53.0,0.0016523108270815967,National elite
71080496,6759942,J,1689636233.4496777,6152.0,470.0,0.002369742514678126,National elite
1016532597432725506,1322824,M,400799339.8300082,6134.0,17.0,0.02661223893011085,National elite
1239302948569722880,162074,D,9760645943.450628,6172.0,250.0,0.008019887171749474,National elite
4315639054,845314,M,3873812848.293391,6352.0,310.0,0.036002195280760145,National elite
77764733,1433258,I,1245163126.1962266,6097.0,41.0,0.0014751693560350085,National elite
20141476,10339684,D,0.0,6084.0,1.0,0.0008711885164316811,National elite
46875124,7411491,D,6253183023.08195,6118.0,22.0,0.0005165892939548233,National elite
1040107239347052546,2389689,D,0.0,6087.0,0.0,0.0014374835500199031,National elite
25984418,1225448,D,403481933.52009267,6077.0,11.0,0.00479880420492513,National elite
183036128,3638860,M,1113850502.4051156,6122.0,199.0,0.00284498004319896,National elite
50109331,2301151,D,475879758.5456506,6078.0,14.0,0.003994838527212628,National elite
143145579,10440834,D,0.0,6077.0,27.0,0.0008756442924559211,National elite
48289662,10464049,D,6645536828.279795,6098.0,9.0,0.0003346950866549686,National elite
1220440972468850688,6782591,D,45556453.63364131,6056.0,72.0,0.01874566963483795,National elite
754635115368685568,20987909,D,0.0,6033.0,0.0,0.010555996595647292,National elite
79173926,1293940,D,948059993.7375894,6029.0,98.0,0.009304873570262929,National elite
362144301,1262322,D,1977660279.817576,6013.0,39.0,0.00294411231763989,National elite
22046686,3775874,D,2438673310.053114,6028.0,27.0,0.0015358841313270267,National elite
1260613661493731337,9220369,D,1337078499.3365054,6322.0,6.0,0.00613361388742767,National elite
96092282,254137,D,10189048005.821543,6022.0,357.0,0.004992437802834805,National elite
18063173,823788,D,13395669696.540857,6009.0,645.0,0.0154286399066591,National elite
173530099,7771169,D,983346339.8718611,6003.0,10.0,0.0041756584482654435,National elite
15944663,11636080,D,0.0,6017.0,0.0,0.004231218402809396,National elite
1944466748,13537937,D,378741122.51113737,6009.0,18.0,0.004485983312631674,National elite
976029015667630080,1861700,D,4816824330.282441,5971.0,107.0,0.009307523527855247,National elite
15348883,251093,D,3193930888.179854,5969.0,70.0,0.004507007045746036,National elite
223363,1058418,D,4026380956.8648825,5952.0,133.0,0.006022604625311123,National elite
4175759465,550615,M,11733081819.441702,5937.0,222.0,0.0018774290560492825,National elite
91334232,15917826,D,0.0,5972.0,5.0,0.0011478790795873696,National elite
430452224,18984678,M,0.0,5968.0,0.0,0.003072914105904912,National elite
246459126,793850,D,13497942667.793139,5914.0,244.0,0.009102815143648652,National elite
29422823,217846,D,3783820854.7009354,5931.0,876.0,0.03413322074986041,National elite
14538949,3664510,J,3494716167.080413,5910.0,14.0,0.007032510377204055,National elite
86095091,789739,D,18374992999.12844,5961.0,314.0,0.008997522069951833,National elite
84678363,4098404,I,1867658942.9787486,5948.0,6.0,0.0013297294504990285,National elite
78905469,1497448,D,2911113417.3210993,5889.0,18.0,0.001022360143659093,National elite
233343317,2269883,M,2275953440.18087,6174.0,253.0,0.027915076788560325,National elite
2831956616,5593929,D,4767623041.853115,5894.0,63.0,0.004301156888806033,National elite
1060995752690962432,3224245,D,0.0,5866.0,0.0,0.0011100455917832128,National elite
350782341,10867442,D,326736494.7314619,5866.0,18.0,0.005777648667298728,National elite
107398834,858379,D,8334989271.648253,5841.0,363.0,0.01135196532086195,National elite
14705603,8195153,J,914152627.9737302,5892.0,102.0,0.0011937379994363673,National elite
1182090678999736321,639625,M,6673304087.42484,5833.0,130.0,0.006059185541265955,National elite
6531902,1249740,D,4975948893.494694,5826.0,134.0,0.011024296015946579,National elite
1096205507348623360,541485,J,30207822628.39696,5839.0,343.0,0.007340429950094746,National elite
68412042,2306581,I,3557869236.672874,5966.0,46.0,0.0009864597362754818,National elite
15157283,1315457,D,2103101185.7483418,5815.0,751.0,0.015028815538192238,National elite
1026437205789761537,640560,D,2617118661.4884496,5808.0,236.0,0.023904008787513132,National elite
1223933985509822464,702024,D,819209479.9319241,5813.0,51.0,0.007159915278113021,National elite
2546258378,238781,D,3714993126.9881315,5799.0,130.0,0.0027338347501774307,National elite
26890990,1224220,J,829170068.21687,5808.0,34.0,0.005853542110406494,National elite
57709461,3678593,J,3115864575.232408,5945.0,55.0,0.0007895520002821591,National elite
855883779155648512,253861,D,56885277903.16448,5762.0,991.0,0.025310435744053526,National elite
927662736,782837,D,4692558877.373085,5760.0,173.0,0.01799821666350143,National elite
77981490,6559979,D,461416184.9169504,5752.0,34.0,0.011315377925568382,National elite
2495851202,5753789,M,221131777.17883602,5738.0,7.0,0.021184810362718465,National elite
1060338999611420672,1310320,M,1078757222.6269505,5863.0,34.0,0.018137160126994463,National elite
197854852,12704624,D,968718647.7643212,6048.0,9.0,0.003910425202069078,National elite
949771863382724608,1159608,D,8044467904.240668,5712.0,168.0,0.01058080495760279,National elite
333352749,10280015,D,4976616586.620393,5724.0,8.0,0.00024216369973457103,National elite
918453736468631553,677424,D,2002869271.4123464,5714.0,124.0,0.017496903690148773,National elite
233180256,13978477,D,1332908180.995216,5706.0,10.0,0.005549213813157254,National elite
58036645,1005666,D,7885563995.938269,5697.0,177.0,0.01811010655848596,National elite
883467071727616000,751076,J,590456079.9533249,5694.0,159.0,0.02553531500952406,National elite
232427887,10179058,J,3616072885.3747487,5829.0,93.0,0.002533245850309182,National elite
1336611008,1053086,D,372221848.4315707,5689.0,17.0,0.008052483128480241,National elite
96230203,7173945,D,4492743440.133578,5697.0,19.0,0.00048379039189526483,National elite
15750898,2638453,I,2496783715.667374,5707.0,92.0,0.000461119887660172,National elite
35720019,4614336,D,753142406.8796084,5681.0,23.0,0.005664012519108925,National elite
2615581908,2064489,M,2915118466.657862,5663.0,112.0,0.028866899388609386,National elite
704798725747531776,319604,J,5777592061.240751,5706.0,7403.0,0.027638805562779537,National elite
1135664884165894145,803348,D,27442694235.147327,5689.0,139.0,0.010517945374780166,National elite
16219502,474562,J,6233861640.109387,5655.0,536.0,0.008897334872522707,National elite
2277445532,188350,M,6368988112.711502,5628.0,856.0,0.03174736796606512,National elite
711087387523358721,1762723,D,159917505.163594,5654.0,13.0,0.012556436052770768,National elite
728039605,1414866,D,2467242995.4291897,5723.0,64.0,0.006109862489328115,National elite
54506896,1582667,D,2177559626.6099763,5638.0,15.0,0.002349170280489422,National elite
15344145,538569,D,12663356823.783276,5585.0,250.0,0.00835298954794313,National elite
23691974,2285948,D,1614342161.973078,5584.0,116.0,0.005958828367070424,National elite
23603092,10417904,I,1189163941.7482672,5614.0,2.0,0.00017181398969265464,National elite
3117674405,1456125,D,73061848.24436446,5644.0,30.0,0.01481852819265635,National elite
74382140,3162948,M,1557469911.2701313,5623.0,255.0,0.0018801150188011502,National elite
331672974,4489000,D,10497443790.090141,5578.0,81.0,0.0024264504460429965,National elite
357430585,2320395,D,8529426942.158989,5561.0,82.0,0.004009342087868506,National elite
38434733,9212146,D,1043153005.3164467,5554.0,16.0,0.0023279322438757933,National elite
962295373,2442889,D,9685983615.238602,5552.0,102.0,0.000857856294649558,National elite
137295176,2382194,D,897968485.6623443,5546.0,26.0,0.005023163217387948,National elite
23487901,1684696,D,15464543865.633371,5545.0,111.0,0.0014376792466134995,National elite
14353202,1691102,D,5831265017.183348,5639.0,216.0,0.0027778258536838643,National elite
449849732,18082987,D,1111633870.056585,5529.0,4.0,0.001679271847294808,National elite
711945679,2609208,D,1835332416.6868625,5540.0,66.0,0.013754348583792032,National elite
606325697,434504,D,7186976459.430216,5560.0,225.0,0.0013472032251925622,National elite
207471475,1022461,D,1079070555.0007136,5506.0,86.0,0.02027631847496115,National elite
189280488,3139022,D,5859959073.451881,5514.0,46.0,0.006131637485504284,National elite
