,node_id,community,Betweenness,Out-degree,In-degree,Clustering,Super-community
248929204,15513158,G,0.0,3906.0,0.0,0.0004236595081122495,International expert
714600737,20695402,G,0.0,3901.0,1.0,0.0008116170225824236,International expert
15469000,1741492,B,552542827.3335336,3901.0,68.0,0.002163218175172802,International expert
226310002,8063238,B,302307736.9904007,4057.0,23.0,0.004244394431941319,International expert
27652717,2476738,B,402542522.0510264,3927.0,2.0,0.0007516697807271868,International expert
71594919,4086534,G,2530754685.8358145,3909.0,98.0,0.004090223109135914,International expert
2993230373,17074258,B,0.0,4014.0,0.0,3.058231807209067e-05,International expert
115123902,6258844,B,33891035.03808222,3881.0,1.0,0.003436306446178129,International expert
4823047625,1289444,G,6943959995.748144,3881.0,158.0,0.004860589984320196,International expert
247989118,1644440,G,2851940709.754579,3891.0,52.0,0.001093536113756903,International expert
781293,8832586,B,6115258578.635261,3896.0,51.0,0.0006230379812768072,International expert
492256905,7043011,B,244247122.1659359,3870.0,4.0,0.009753869388996297,International expert
889545734,406222,G,8529511274.756001,3884.0,1549.0,0.022602680949210006,International expert
730121169194655748,13490581,B,1349997144.6884186,3871.0,2.0,0.0002742425455196887,International expert
418028983,2423751,B,730213123.7792219,5513.0,34.0,0.00828620284960198,International expert
938365121851781120,592753,G,7590420497.480196,3858.0,207.0,0.002559544767493554,International expert
796604636,155471,G,7617706413.516431,3860.0,127.0,0.004828015210651739,International expert
7587032,5709257,D,96530915748.89873,565939.0,242.0,8.239314027156706e-05,National elite
216299334,2983389,D,322879508747.5302,533738.0,129.0,0.00013359921702129843,National elite
87818409,3343675,D,41615015837.08908,282242.0,9.0,0.00013551804301543393,National elite
16973333,2615680,D,65447070914.56452,262813.0,1180.0,0.00018113100529423183,National elite
722242009,249561,D,74559550735.10825,200750.0,193.0,0.0007357962657583581,National elite
20675681,164672,D,81308917466.10196,176915.0,460.0,0.0005516998633668003,National elite
612473,3229382,D,59107915973.99227,170478.0,989.0,0.0001479269784298226,National elite
4882743003,1068044,D,86907810044.91708,169909.0,48.0,0.00021074845742104564,National elite
43878033,4836448,D,76398559256.06337,148092.0,58.0,0.000317194798501167,National elite
168090600,2609925,D,135653211770.7164,146287.0,378.0,0.0008981045247021057,National elite
226914703,14678283,D,14497224179.011366,139045.0,14.0,0.0010840779904421254,National elite
37963496,1602479,D,58917250968.68491,129359.0,488.0,0.0002552586599489739,National elite
2441666255,1059851,D,30194731220.2284,124776.0,335.0,0.002147306164858884,National elite
3131144855,1600452,D,68616814409.70437,113173.0,28.0,0.00010249257071430129,National elite
87416722,21943889,D,0.0,112876.0,0.0,0.0003202004336704117,National elite
136004952,1634780,D,71017101476.61293,107839.0,238.0,0.0007909123705604305,National elite
34247411,252587,D,52462298669.88138,96058.0,852.0,0.0025469524248844027,National elite
152656121,3211769,D,53395423224.694756,95392.0,264.0,0.0013603551490348486,National elite
791672814017347584,1140560,D,377623412866.3625,87172.0,927.0,0.0003843252301152883,National elite
45715838,252955,D,183967567373.21832,85365.0,1214.0,0.003122678101483016,National elite
65045121,1070152,D,83976327466.92528,79796.0,246.0,0.0006699500609622407,National elite
19644592,1056431,D,42981640967.43423,80665.0,178.0,0.0018594484042300133,National elite
125370749,9104255,D,0.0,74814.0,0.0,0.00032058128375288063,National elite
545081356,1068827,D,2517091811.7812233,74172.0,35.0,0.001998888047906791,National elite
19038934,9903296,J,29407160206.32555,74126.0,115.0,0.0002881296054133493,National elite
60606206,881152,D,75813504898.23543,73690.0,516.0,0.001579681415936692,National elite
117777690,7126649,D,7973231756.022338,71701.0,9.0,0.0009620526285356574,National elite
305073570,4836376,D,9165226896.814417,70221.0,27.0,0.0016491603531583695,National elite
2904913023,1062312,D,34037853517.82483,68869.0,93.0,0.0006874570300550282,National elite
2425571623,3117706,D,8007048075.865487,67290.0,19.0,0.001078323724494874,National elite
1235849797191401472,1337774,D,28106403674.71824,67775.0,140.0,0.0005966680335123369,National elite
174151902,545187,D,84899702348.53403,68144.0,378.0,0.0021595330857569262,National elite
14569869,9496508,D,25371971139.360073,66614.0,67.0,0.000661955572543859,National elite
14224719,1592497,D,33130980434.56419,66577.0,41.0,0.0004718169489962501,National elite
19636948,13600951,J,0.0,65756.0,0.0,0.00014229787630899103,National elite
2461924214,4868481,D,16502775439.15264,65409.0,151.0,0.002844208190901779,National elite
2870848881,217810,D,63558477092.818855,66778.0,228.0,0.0026846664155874703,National elite
16887175,3061755,D,7090197819.257808,64121.0,1946.0,0.000585035673655035,National elite
1006419421244678144,639761,D,86669392458.29419,63623.0,19.0,0.0001014726444101173,National elite
788524,21316059,D,0.0,64031.0,0.0,0.0003274436654843178,National elite
499455731,211853,D,119340083893.85416,60677.0,814.0,0.007277304220518894,National elite
130120037,4966154,D,9710985389.831089,59789.0,36.0,0.0017938153074587584,National elite
14260960,556207,J,26804452564.005783,60543.0,71.0,0.00015466256502612194,National elite
2768501,11806961,M,7546953246.79991,58738.0,95.0,0.001022656337742729,National elite
746371177174679552,253531,D,35909688804.377655,57775.0,588.0,0.007218339754941105,National elite
134890715,1263004,D,8275573917.660326,57207.0,305.0,0.002796303983544361,National elite
203123011,7389617,J,10981933899.249891,57645.0,56.0,0.00037718094084640465,National elite
3383159573,465136,D,25840411703.99398,53574.0,93.0,0.0020288480036908434,National elite
160952087,7015110,D,26314711246.610588,54648.0,103.0,0.000656234409575037,National elite
19825835,1594663,D,82152467154.83301,50658.0,134.0,0.0010969441123021317,National elite
102707504,1841491,D,20348808413.54504,49783.0,24.0,0.000453711264338191,National elite
21866939,7039299,D,16594128857.279953,49505.0,395.0,0.0007466911768142367,National elite
335312037,2983524,D,12912391103.39813,48271.0,209.0,0.00303892081571584,National elite
111556423,5301980,D,2759252863.8249187,48557.0,402.0,0.0004213208598461341,National elite
282914879,252164,D,70223845718.45113,48517.0,1044.0,0.008748761418522502,National elite
53898393,10878308,D,17048558990.33761,48233.0,8.0,0.0014465493390331526,National elite
18020612,12826417,D,7110865016.669662,47574.0,11.0,0.0012583466482959066,National elite
20878297,1694654,J,23670369473.09357,46635.0,982.0,0.003689933090552051,National elite
10215212,1587504,D,25932465300.72082,46150.0,40.0,0.00019336522996547397,National elite
45010849,891755,D,6561480491.992269,45841.0,241.0,0.0050060558914658305,National elite
153810216,1728629,D,12959282577.061342,45042.0,68.0,0.002563202704570162,National elite
222748037,1572352,D,4893143377.983531,45542.0,111.0,0.001866680082082476,National elite
116502194,919433,J,5326026188.021152,43946.0,491.0,0.0006457841448438211,National elite
19899606,2734490,D,26793690184.111423,43638.0,96.0,0.0012484029092743993,National elite
1012351320953708545,1048827,D,27815112081.3445,41239.0,19.0,0.0007609861123603847,National elite
34655603,6101774,D,6631123522.302233,41231.0,151.0,0.00018912270940103069,National elite
8197942,10030935,M,8458926951.103141,40295.0,89.0,0.0007410885321620682,National elite
8973062,3593184,D,18781685394.845177,40164.0,359.0,0.0004661299754289418,National elite
462021312,1067436,D,182141764502.8699,40063.0,416.0,0.0014208865142374197,National elite
937330903717765120,677952,D,19726779977.879604,38859.0,8.0,0.00018135475752624895,National elite
46650770,7015269,D,9160087844.223387,38722.0,31.0,0.0012247737583597562,National elite
60886384,13710069,D,1745586695.6646883,37659.0,1.0,0.00296615176705295,National elite
826382447885574144,253762,D,44284892134.8161,39610.0,1046.0,0.009017969154634367,National elite
21201150,5354928,D,3056031457.5537386,36633.0,41.0,0.0030716373462264146,National elite
157981564,6142160,D,11938718510.567598,36102.0,54.0,0.0006394376531750776,National elite
351784239,18202580,D,0.0,34995.0,174.0,0.0026739374609141557,National elite
47975126,1171820,D,56374974341.213356,34847.0,520.0,0.005112813167135634,National elite
405605548,2300389,D,5394443007.84505,34968.0,43.0,0.002688137021792985,National elite
19697415,13626631,J,22503114469.889343,34674.0,2.0,5.029331950845414e-05,National elite
20098015,9108201,D,4999680192.625716,34500.0,5.0,0.0014955079108412853,National elite
757300766478663680,9339538,J,3344813847.0201316,33983.0,24.0,0.004236531748577818,National elite
19902709,1337817,D,5547901776.633009,33376.0,130.0,0.0031617199940137575,National elite
551426814,1605555,D,74850947289.17088,33338.0,244.0,0.0003950925100132821,National elite
748864401852145665,902817,D,43401744618.414444,32949.0,285.0,0.005463451572446106,National elite
252794509,517843,J,118925446423.72192,32753.0,410.0,0.0015964440733118419,National elite
80802900,4076584,D,4723414205.401105,33326.0,35.0,0.002151011082782968,National elite
1833919200,217227,D,24606486433.72262,32568.0,698.0,0.008309367640909863,National elite
610659001,512107,D,98856203163.65599,33109.0,277.0,0.0006281911090318237,National elite
310746442,859186,D,29516316158.332447,32266.0,135.0,0.001999451022358384,National elite
883023436913692672,710526,J,34300507786.367485,32352.0,2.0,4.879614621472059e-05,National elite
16936686,846136,D,35601249631.50095,32234.0,709.0,0.003110939027499265,National elite
33315010,1064222,D,14694925563.60487,31855.0,159.0,0.0026669759574663547,National elite
368240745,2978188,D,14863628643.179455,32480.0,71.0,0.0017081012838518709,National elite
6433472,2553922,J,10828682318.068422,31779.0,431.0,0.0005912845543778624,National elite
198584761,1056587,D,32126816797.38584,31604.0,51.0,0.0014880885906105072,National elite
19017675,6598223,D,3840550295.97654,31628.0,14.0,0.00101822040239152,National elite
459390022,1397852,D,18839000831.639572,31493.0,554.0,0.0022375906263202897,National elite
20973388,11077563,D,7457993338.999707,31134.0,441.0,0.001637968843347596,National elite
619050616,2408728,D,18279878169.430595,31071.0,123.0,0.0011243387983486273,National elite
955157661212987392,22584132,D,0.0,30884.0,104.0,0.0016060576170669914,National elite
12848262,202072,J,12427146233.711887,30208.0,933.0,0.0007786644091943673,National elite
869825995,21915463,D,0.0,30017.0,1.0,0.00182760674107773,National elite
4691437897,1456248,D,3945132017.188161,30693.0,19.0,0.0021888258821951027,National elite
44849238,169931,D,34545631243.64893,29906.0,1554.0,0.011525905930874375,National elite
90422822,8380650,I,31031938659.94819,29599.0,105.0,3.1674098482597364e-05,National elite
19424427,12379610,D,7063469864.059022,29138.0,111.0,0.001390449046577678,National elite
406842374,7804895,D,4422045291.935012,29194.0,62.0,0.0036451400969765434,National elite
115393565,2891176,D,15235477615.721733,29077.0,105.0,0.003811180482962493,National elite
329630251,4548291,D,15387261038.304588,28867.0,46.0,8.710177327183112e-05,National elite
41822696,4517959,D,11911426085.417679,28837.0,173.0,0.0005370958257101571,National elite
2382227424,2602356,D,4424789390.22223,28678.0,74.0,0.002382960151094111,National elite
17525171,4869800,I,36228970416.15629,28528.0,69.0,0.0001368583563924489,National elite
22812734,3775929,D,11426903185.658922,29037.0,69.0,0.0034156200713806577,National elite
989613507552448512,165244,D,22356672600.87009,28196.0,729.0,0.003851068576361054,National elite
35270579,448858,D,46996692750.16941,28197.0,233.0,0.0014586769909941282,National elite
3297800601,1625382,D,12308636463.886974,28116.0,85.0,0.0016459299752059455,National elite
93419198,8055314,D,6270629164.797577,28772.0,66.0,0.0028429890334217924,National elite
17481977,1593826,D,13638207974.52517,27921.0,42.0,0.00026337609992099775,National elite
16675569,10060125,M,2647375711.11844,27783.0,14.0,0.0016591184085930088,National elite
87165980,1744077,D,5387222847.399426,27543.0,14.0,0.0008482874593757445,National elite
17062358,9493119,D,2860791172.0032554,27589.0,67.0,0.0024474579176928064,National elite
14157134,8503866,D,5153641069.143973,27245.0,41.0,0.002932869182704071,National elite
3056307455,4399057,D,6503880935.662767,27048.0,11.0,0.002199983422107143,National elite
234694571,2785196,D,13167351940.507574,26951.0,131.0,0.003501815702756066,National elite
308379387,2868070,D,14538519649.212126,26894.0,37.0,0.0013792737705103672,National elite
17446621,9329076,I,11725276325.409252,26731.0,182.0,0.000299741982620715,National elite
15250661,2495536,M,46205673557.98015,26190.0,411.0,0.0008501818486607423,National elite
83440337,554109,D,39017685592.325294,25959.0,213.0,0.004953022514306601,National elite
3349925638,4895867,D,5450026849.357028,25858.0,88.0,0.004751717347214392,National elite
2659372678,471817,D,91964838917.41112,25727.0,327.0,0.0021806736630702686,National elite
967810396483674112,2769383,D,2156090814.8724923,25912.0,81.0,0.007614297895894731,National elite
2522775577,1275424,D,25274030797.27062,25362.0,542.0,0.004265850919310517,National elite
255340030,2888683,J,13769010741.27676,25350.0,326.0,0.007341621481036917,National elite
1035961714280411136,216441,D,33906642048.33339,25080.0,901.0,0.005643636360287299,National elite
31252613,7938869,D,2137313086.1151738,25026.0,1.0,0.0019042875573947124,National elite
879333486724861952,723224,D,7005257859.148656,24827.0,430.0,0.007054468557817231,National elite
252569527,6889101,D,20046087201.329227,24809.0,44.0,0.00034816531791171865,National elite
781096099,8890140,D,17374553299.909595,24775.0,8.0,0.0001254799280822833,National elite
621533,2729676,D,8228360292.3849325,25085.0,379.0,0.0009223094165940047,National elite
18820392,8380612,I,14162281423.850998,24467.0,4.0,0.00037150433342143384,National elite
216647845,1678306,D,15532835221.768946,24400.0,168.0,0.0014517956226189456,National elite
969493747238100992,1074498,D,2754216855.062521,24056.0,94.0,0.0060110477231649405,National elite
137413599,473769,D,94541263669.62286,24054.0,613.0,0.004657066542597523,National elite
21117425,289601,D,24453204163.69718,23839.0,157.0,0.00036135722367715403,National elite
19962737,1056652,D,16947390995.95362,23801.0,32.0,0.00042591613153128975,National elite
27676108,2868044,D,11124301727.23243,23593.0,37.0,0.003970399760361546,National elite
69080476,7150350,D,13066491891.3029,23580.0,92.0,0.003596161102824004,National elite
3362016513,11504570,D,2093364680.687945,23461.0,31.0,0.002604103636490615,National elite
498753368,1175424,D,35896321818.681694,28495.0,58.0,0.0011787567149589692,National elite
23865085,7389621,J,4055747141.644107,23366.0,81.0,0.003937728294044235,National elite
2838333676,1246184,D,4065050861.474495,23504.0,1594.0,0.0090843768000136,National elite
808638164411842560,625748,D,20566437284.668545,23090.0,129.0,0.004484291756413624,National elite
1010384732759252997,477864,D,37968303989.868256,23102.0,394.0,0.00828942531912829,National elite
47583917,1067736,D,7110809184.145898,23853.0,79.0,0.001456395068951473,National elite
864030687120281602,253891,D,7333222841.033051,22854.0,149.0,0.006515170190112534,National elite
6107422,3565656,D,4523361651.578413,22672.0,56.0,0.0007404263627768868,National elite
23563830,810450,D,70662043463.74057,22587.0,86.0,0.004768558919272312,National elite
2791988124,9101118,J,2010196187.5911062,22180.0,49.0,0.002291814979804158,National elite
602403521,18584285,M,2175257946.4873757,22076.0,3.0,0.004826960385752067,National elite
1489776218,574134,D,163962169081.05795,21534.0,641.0,0.00225716290322425,National elite
22993014,3638888,M,5811324148.350543,21446.0,367.0,0.0010357424719503365,National elite
2783875490,3026217,D,429364897.21337473,21247.0,7.0,0.008257176286321598,National elite
1179455215,6090990,D,1233585627.7659402,21355.0,20.0,0.0055842132419951845,National elite
77234984,5375281,D,2387245937.3321137,21056.0,32.0,0.004767114849575908,National elite
266101459,3559175,D,30395201342.82288,20975.0,78.0,0.0007555890859566675,National elite
3249226408,1815808,D,7009037331.914837,20802.0,647.0,0.003291853157010946,National elite
160856325,3814308,M,7398374106.619482,20539.0,213.0,0.008646140463616591,National elite
62513246,1069942,D,36922948270.498085,27533.0,12.0,0.00017111213328825902,National elite
176754253,1055384,D,23008078972.941277,20159.0,34.0,0.00011224347709366408,National elite
2450641105,11860437,D,13719011036.876152,20150.0,6.0,9.901619114475451e-05,National elite
80862758,21469224,D,0.0,20039.0,2.0,0.00166264409427631,National elite
3708247336,218158,D,3081428230.7949276,19975.0,61.0,0.004114467496384923,National elite
21202851,858857,D,4811388042.10379,20145.0,82.0,0.005115468989791106,National elite
23217907,1848985,D,15449636564.636538,20027.0,258.0,0.00453830811995981,National elite
4249826728,16817208,D,0.0,19759.0,114.0,0.0010526348585797372,National elite
14476016,2867907,D,18407746217.49463,19781.0,101.0,0.002935357107872676,National elite
17687028,1846553,D,62561645045.844955,19619.0,297.0,0.002160744146442951,National elite
42371615,859370,D,18041494516.95948,19424.0,176.0,0.004786442194870033,National elite
93618872,1817502,D,69902120417.58928,19573.0,189.0,0.004585269754959442,National elite
17038090,9845682,D,2283287233.5690475,19469.0,22.0,0.0008468747851697228,National elite
2721106954,1061272,D,14951334547.194647,19247.0,163.0,0.003599422161738351,National elite
22146373,251652,D,7979834461.559774,19206.0,133.0,0.004880556755459563,National elite
792782917638455296,898008,D,12127989766.564117,19674.0,376.0,0.0190155904393135,National elite
93222172,16609265,D,7258029452.078053,19121.0,2.0,0.0004720615978086648,National elite
817330618577092609,1337989,D,6159087686.255829,19208.0,3.0,0.0013825377020451476,National elite
1231514832479948802,7805428,D,1784018298.8149607,18827.0,145.0,0.0009056801583867945,National elite
1035014870230618112,2224594,D,2651456496.4709053,18658.0,9.0,0.0010450076701617869,National elite
1738149912,3542755,D,8576665396.080635,18634.0,28.0,0.0003264233950656821,National elite
501825960,1683868,D,21112067622.43319,18618.0,153.0,0.0018549312621977166,National elite
216327829,13049138,D,724587644.0917089,18663.0,6.0,0.003987814671087103,National elite
2701213939,603692,D,24133899085.33073,18582.0,615.0,0.0020144925965578943,National elite
753653490484973574,897891,D,2138224903.0800107,18088.0,286.0,0.021962211217773052,National elite
726372601,1691166,D,16784175351.144714,17987.0,303.0,0.006640408749118233,National elite
1146329871418843136,6140558,D,6748313980.72642,17929.0,18.0,0.0006648045167972565,National elite
2314087860,417424,J,6315909852.675512,17886.0,29.0,0.0013305733835312565,National elite
326184301,1852979,D,3705637267.091563,17696.0,112.0,0.005262096042435279,National elite
19658826,8227730,D,7686198891.367698,17658.0,42.0,0.00019577853330570482,National elite
332496416,4433476,M,2522193425.1908326,17573.0,84.0,0.01293227068099203,National elite
355187133,218122,D,46238798386.70263,17689.0,1470.0,0.020395836565297483,National elite
14216661,2860275,J,5176046714.272412,17618.0,194.0,0.0019161816267916293,National elite
3589351635,565729,D,735558639.3122433,17999.0,224.0,0.023559942183622777,National elite
857889751491371008,21841799,D,0.0,17946.0,0.0,0.00489536173402005,National elite
120534606,1051527,D,10687689423.832026,17849.0,164.0,0.003833872811642315,National elite
457060718,4517973,D,12193632233.62514,17463.0,43.0,0.002664288841449265,National elite
13748562,237873,D,32731229934.398914,17439.0,223.0,0.0014707325559340403,National elite
20543416,5992817,D,10053470995.650417,17437.0,244.0,0.0030720191558731066,National elite
294668347,282878,D,15368389510.174961,17560.0,44.0,0.0018185258291286903,National elite
138141969,5668215,D,15803250441.422775,17333.0,52.0,0.0007841118661690987,National elite
16832632,9371744,M,5342019275.65043,17420.0,2.0,0.0059811344847999276,National elite
20699709,13924003,D,0.0,17145.0,0.0,0.0027313791432109005,National elite
2887077099,9648548,D,692612840.5700271,17117.0,44.0,0.0066546937944218015,National elite
1140738103654649868,3550577,D,524507715.727525,17022.0,21.0,0.009397546361662986,National elite
1602679219,11216978,D,3292207738.1019964,16963.0,23.0,0.0013059486707436827,National elite
20132853,11381684,D,4457602299.642928,17765.0,5.0,0.0018345995781112487,National elite
101542844,1248311,D,10647703473.051302,16886.0,150.0,0.004364484032478478,National elite
18925120,2026010,M,665806935.8006035,16830.0,81.0,0.013651294379385955,National elite
351347712,117139,D,92601158972.1993,16870.0,3179.0,0.028918455335812852,National elite
384533439,1276590,D,36687430639.905396,16627.0,925.0,0.008006401297921307,National elite
489377813,253061,D,8256973860.202067,16597.0,584.0,0.016414063180232336,National elite
41874178,9404712,D,3590857994.795343,16868.0,65.0,0.0008864428021784465,National elite
1017280993,1346961,D,1110217014.9738019,16554.0,8.0,0.002698085771871283,National elite
1962626484,12488964,D,1218222608.6997237,16410.0,86.0,0.0029728041723037675,National elite
805424546,2172786,D,12353612382.638641,16343.0,15.0,0.0008163955841212601,National elite
737694485522612224,20850139,D,835483336.7794998,16325.0,9.0,0.0048332048290783605,National elite
2329058035,13978476,D,1453803740.7532296,16382.0,25.0,0.0014911422020381807,National elite
43077278,1066832,D,1038613485.1900419,16263.0,41.0,0.0058855908810930115,National elite
3632039176,1711585,D,6772048406.987077,16299.0,693.0,0.002781391307828417,National elite
76956597,8817146,D,3082042800.377411,16243.0,10.0,0.002604639967362449,National elite
2583270112,1395132,D,3294381189.2759776,16229.0,140.0,0.008080520563573125,National elite
2591719868,217652,D,5651172812.1068535,16165.0,1625.0,0.01125713697070697,National elite
322889483,592024,D,21529891438.964653,16422.0,737.0,0.01892590817144712,National elite
23424533,10284421,D,1295268079.5851219,16272.0,30.0,0.006602829783162814,National elite
15687507,2285944,D,5766148193.824547,16578.0,578.0,0.0016971173640733949,National elite
190638538,5223344,M,1311576091.775097,16547.0,24.0,0.0073402812646332066,National elite
16949344,485848,D,98770486900.84148,15983.0,366.0,0.0012543541488569876,National elite
191885251,3319300,D,27898591874.15907,15723.0,32.0,0.00019866595186436825,National elite
253982809,3889841,D,2188896535.544891,15817.0,52.0,0.00951560897272453,National elite
314686136,17461839,D,0.0,15714.0,0.0,7.665656459217308e-05,National elite
893568606,2857099,D,1057610108.0632106,15608.0,171.0,0.008713162239953548,National elite
455243596,897205,D,5239052747.03113,15717.0,354.0,0.01694552482634775,National elite
254930204,852477,D,7411057148.708035,15469.0,160.0,0.003214250363914237,National elite
1972519165,217310,D,3798601172.2787304,15352.0,177.0,0.007656161439937182,National elite
8736882,7789670,J,2372221335.8357763,15356.0,11.0,0.0009116315733929448,National elite
63082578,1730653,D,1203785963.3043025,15311.0,38.0,0.0066044779755101805,National elite
121482708,8140013,I,0.0,15291.0,2.0,0.00031423308760435804,National elite
393637870,7465786,D,3074707859.4934754,15141.0,13.0,0.002812982758282744,National elite
480196886,82823,J,73802220996.52023,15126.0,1273.0,0.0019629048196581345,National elite
380956211,689662,D,8056724791.367832,15044.0,11.0,0.0005016294556689367,National elite
992149270399725568,219211,D,9748960653.802608,14952.0,408.0,0.009400538386016146,National elite
78874095,10096159,D,6631836496.778111,15117.0,31.0,0.0008982964229375037,National elite
242827267,2613453,J,3965706696.316003,14919.0,26.0,0.006446575981533834,National elite
471287735,7563438,D,12752829000.630707,20308.0,18.0,0.00038157508155106266,National elite
14073022,99558,D,27725665272.34822,14814.0,951.0,0.008548469911032006,National elite
47992292,3542889,D,16881462677.027916,14763.0,18.0,0.00011759671082940584,National elite
1092378031,4545943,M,2833941106.2709193,14840.0,4.0,0.005198241076797137,National elite
174292801,8144468,D,3285348542.832804,14683.0,11.0,0.0026524743381719927,National elite
19397942,1531944,D,15645575720.385052,14810.0,217.0,0.002166964856031164,National elite
44579763,1684725,D,2207980486.5270605,14607.0,7.0,0.0037661375598382458,National elite
14620853,6597992,D,17904758844.15848,14389.0,120.0,0.0005641696180088858,National elite
31213,3343558,D,11521940653.394049,14371.0,6.0,0.00011854446096827796,National elite
79745758,474312,J,18533721001.569057,14427.0,999.0,0.014805534333325305,National elite
1957125536,251430,D,5035786449.282219,14299.0,298.0,0.00452397144216543,National elite
156464691,3162935,M,3280666028.461829,14322.0,319.0,0.002282910869709441,National elite
3407247983,13997512,D,190762833.31447873,14261.0,35.0,0.006092389016084309,National elite
2338811370,379845,D,7195794195.159177,14364.0,588.0,0.02351137698421759,National elite
3929075062,833450,D,24091653337.282646,14118.0,1623.0,0.026188817169082404,National elite
39689218,8405879,I,12445967637.901228,14044.0,10.0,0.00011171686643536478,National elite
613556386,1485188,J,2391540305.834119,13953.0,91.0,0.006073413136877364,National elite
212973087,1508012,D,11643127741.0849,13928.0,761.0,0.011432925722994303,National elite
105624145,3038062,D,6966168970.672589,13825.0,10.0,0.0005494248041147999,National elite
570352145,3117923,D,9606055531.299429,13793.0,306.0,0.006392138891826443,National elite
21501875,164681,D,14551522896.045938,13707.0,1011.0,0.014221895167616546,National elite
51140500,1856729,D,9297681138.501822,13640.0,7.0,0.00010812062474591573,National elite
221338206,1058276,D,18157707962.86735,13558.0,157.0,0.006367441099221411,National elite
835608547,4414120,D,926320163.7626878,13610.0,48.0,0.009851609846068528,National elite
1073606435580325889,3715867,D,0.0,13436.0,0.0,0.0011326185877008918,National elite
48315339,4436464,D,3865991636.656433,13421.0,47.0,0.003326328750294969,National elite
1115268705699676161,1273655,D,2126772272.5421631,13458.0,170.0,0.014253159515913733,National elite
15876845,6597994,D,4319254101.125543,13482.0,38.0,0.004232575471790199,National elite
2789796886,1494427,D,9457257351.303173,13331.0,278.0,0.013753637036226042,National elite
1657761703,9225979,D,1910374579.2546906,13413.0,38.0,0.004379695215988403,National elite
356788303,5561362,M,28498942411.95095,13314.0,82.0,0.00043046986102534857,National elite
20362684,2860052,D,7555437948.951826,13258.0,198.0,0.0020888278469105765,National elite
232519990,1733286,J,6259001321.011434,13507.0,442.0,0.011108991468101195,National elite
62123765,1337965,D,5449475384.349719,13258.0,124.0,0.0055136547440068845,National elite
718294442,7806191,D,14067049619.503004,13277.0,24.0,0.00023345276641528203,National elite
930131285737132032,592536,D,10681308294.836014,13148.0,660.0,0.021392289306517646,National elite
17138582,8271024,J,4405774716.89922,13160.0,172.0,0.0010550239751148827,National elite
143415291,10462534,D,4430959827.787138,13060.0,1.0,0.0006663687624929311,National elite
1182807762,611691,D,27758243527.780468,13011.0,778.0,0.017713698247610897,National elite
5680622,595908,D,1295219243.9271774,13103.0,46.0,0.0031876099635447484,National elite
252521025,15705108,D,0.0,12974.0,0.0,0.0003156538355615195,National elite
854769693051297794,592464,D,10406601989.653423,12931.0,182.0,0.013791209161107034,National elite
20846658,13960635,D,0.0,12939.0,0.0,0.0015902138474525786,National elite
15084853,5181024,D,2926320379.54567,12859.0,1853.0,0.0012932419344610505,National elite
155203891,3332650,D,31635462794.331272,12765.0,65.0,0.0008811586960630791,National elite
16040748,7010929,D,5149497682.686545,12666.0,54.0,0.004642670154572038,National elite
985523859179925504,2230996,D,53316837150.84415,12641.0,280.0,0.003531702682611359,National elite
38142380,6871694,D,901140851.188844,12771.0,18.0,0.0012852362525897125,National elite
1192835328060674048,7532702,D,178429448.12985992,12658.0,11.0,0.007865755078984788,National elite
29420301,6886128,M,570757081.5547272,12571.0,6.0,0.012108552230751824,National elite
170291358,1055122,D,1523597820.7691963,12528.0,46.0,0.005805931549659615,National elite
840502412842541056,9573986,D,4648041605.712954,12523.0,34.0,0.0026120002570292253,National elite
12993222,9473763,J,2177950413.7139387,12629.0,112.0,0.0007676704314106271,National elite
128402033,138413,D,5524128713.0223465,12512.0,697.0,0.023767144567918418,National elite
130138925,9496577,D,574438712.0274938,12546.0,368.0,0.004531667111500219,National elite
2334732225,251759,D,30078938009.4116,12451.0,767.0,0.010468665433285495,National elite
162071541,465076,D,40188754779.028534,12630.0,435.0,0.006233924475436953,National elite
16133530,1128421,D,4325201093.538053,12395.0,123.0,0.0016398958310729057,National elite
119384544,858459,D,15072818162.083477,12333.0,263.0,0.009499700378547065,National elite
17895820,7150918,D,702650554.1944888,13370.0,204.0,0.0007907083556111111,National elite
132551000,9612092,D,3610026040.9374294,12284.0,5.0,0.0013378047753620163,National elite
18621574,286420,M,5322699828.650719,12266.0,75.0,0.00845979365956413,National elite
4764882552,6889715,D,47302404778.01093,12299.0,25.0,0.002326364494515921,National elite
3018960919,13964679,J,292385348.5390549,12256.0,120.0,0.00416613867321047,National elite
3311286493,2581730,D,21602690505.76139,12450.0,126.0,0.0017995624059062125,National elite
2809959174,5730369,J,4722636066.351028,12222.0,7.0,0.0007421289632235512,National elite
570183100,8867618,D,855244960.7956074,12234.0,2.0,0.0012284692769207585,National elite
405769757,252788,D,2774995012.9162517,12168.0,75.0,0.005649600204707066,National elite
27987687,12654081,D,2899421606.015336,12193.0,3.0,0.00020346716084255993,National elite
2932558313,1062445,D,6381379484.743183,12339.0,177.0,0.0134487131205346,National elite
20668369,1847703,D,10080294833.031382,12047.0,276.0,0.0026822030252939273,National elite
20442930,13844820,D,1676462194.0716665,12096.0,23.0,0.00022821428880321408,National elite
774510439824822273,897940,D,4037246098.901139,11988.0,119.0,0.01140871534204722,National elite
94701778,10445025,D,570145435.9301231,11924.0,4.0,0.0022507966455687593,National elite
